rm_name,rm_type,lat,lng,source,beds,alt_name
Liberty Academy,school,27.7352,85.3808,OSM infrastructure,,
Vidya Byayam English High School,school,27.7371,85.3856,OSM infrastructure,,
Bal Srijanalaya Secondary School,school,27.7305,85.3740,OSM infrastructure,,
Jeevan Tara Academy,school,27.7308,85.3743,OSM infrastructure,,
Shree Arunodaya Secondary School,school,27.7310,85.3752,OSM infrastructure,,
Green Tara Child Haven School,school,27.7360,85.3773,OSM infrastructure,,
Shivalaya English School,school,27.7364,85.3834,OSM infrastructure,,
Shree Gokarneshwor Mahadev Secondary School,school,27.7388,85.3869,OSM infrastructure,,
Swarna Shiksha English School,school,27.7413,85.3885,OSM infrastructure,,
World Youth International School,school,27.7374,85.3934,OSM infrastructure,,
Vinayak English Higher Secondary School,school,27.7196,85.3477,OSM infrastructure,,
,school,27.7201,85.3477,OSM infrastructure,,
Dreamland Public School,school,27.7049,85.3218,OSM infrastructure,,
Kathmandu Model Hospital,hospital,27.7027,85.3201,OSM infrastructure,,
Madrasha Islamiya Secondary School,school,27.7068,85.3171,OSM infrastructure,,
National Star School,school,27.7124,85.3090,OSM infrastructure,,
Prabhat Secondary School,school,27.7097,85.3095,OSM infrastructure,,
Shanti Shikshya Mandir,school,27.7114,85.3099,OSM infrastructure,,
,school,27.7113,85.3100,OSM infrastructure,,
Kathmandu Model Hospital Dental Department,hospital,27.7065,85.3182,OSM infrastructure,,
Kamyak School,school,27.7062,85.3202,OSM infrastructure,,
Jana Kalyan Primary School,school,27.7135,85.3067,OSM infrastructure,,
Maya Lok English School,school,27.7130,85.3064,OSM infrastructure,,
Neelgiri School,school,27.7175,85.3077,OSM infrastructure,,
Pragya Higher Secondary School,school,27.7172,85.3115,OSM infrastructure,,
Albert Einstein Academy,school,27.7108,85.3133,OSM infrastructure,,
Annapurna Higher Secondary School,school,27.7096,85.3134,OSM infrastructure,,
Lokhit Lower Secondary School,school,27.7159,85.3125,OSM infrastructure,,
,school,27.7105,85.3134,OSM infrastructure,,
Bal Ujjwol Primary School,school,27.7105,85.3112,OSM infrastructure,,
Tyauda Secondary School,school,27.7099,85.3113,OSM infrastructure,,
Bodhisatta Primary School,school,27.7057,85.3113,OSM infrastructure,,
Himalaya Secondary School,school,27.7036,85.3119,OSM infrastructure,,
Norkhil Secondary Boarding School,school,27.7448,85.3558,OSM infrastructure,,
Oscar Scholar's Academy,school,27.7314,85.3599,OSM infrastructure,,
Pioneer International Public School,school,27.7355,85.3589,OSM infrastructure,,
Prasanti Sikshya Sadan,school,27.7308,85.3588,OSM infrastructure,,
Pushpalal Memorial Higher Secondary School,school,27.7323,85.3590,OSM infrastructure,,
Samten Memorial Educational Academy,school,27.7403,85.3611,OSM infrastructure,,
Sarada Academy,school,27.7400,85.3604,OSM infrastructure,,
Shree Gram Sikshya Higher Secondary School,school,27.7409,85.3640,OSM infrastructure,,
Tirupati English Boarding School,school,27.7437,85.3569,OSM infrastructure,,
Yuyutsu English School,school,27.7363,85.3558,OSM infrastructure,,
Fairyland International School,school,27.7421,85.3544,OSM infrastructure,,
Hundred Star International School,school,27.7449,85.3601,OSM infrastructure,,
Nepal Charter Pre School,school,27.7464,85.3568,OSM infrastructure,,
Trijyoti Higher Secondary School,school,27.7344,85.3625,OSM infrastructure,,
Gurukul National School,school,27.7042,85.3478,OSM infrastructure,,
Keta Keti Spowc Free School,school,27.7066,85.3504,OSM infrastructure,,
Midland English School,school,27.7025,85.3479,OSM infrastructure,,
New Shrine Boarding School,school,27.7047,85.3487,OSM infrastructure,,
Shri Bal Batika Secondary School,school,27.7049,85.3507,OSM infrastructure,,
Shri Sharada Higher Secondary School,school,27.7017,85.3501,OSM infrastructure,,
Shri Sharada Lower Secondary School,school,27.7051,85.3518,OSM infrastructure,,
Wilson Academy,school,27.7033,85.2842,OSM infrastructure,,
Gaurishanker Higher Secondary School,school,27.7022,85.2867,OSM infrastructure,,
Tiny Toys Kindergarten,school,27.7027,85.2872,OSM infrastructure,,
Swayambhu English Boarding School,school,27.7160,85.2939,OSM infrastructure,,
Sirius Higher Secondary School,school,27.7004,85.2835,OSM infrastructure,,
Mt. Kailash School,school,27.7350,85.3568,OSM infrastructure,,
Ratna Rajya Secondary School,school,27.7217,85.2503,OSM infrastructure,,
Kathmandu New Castle School,school,27.7460,85.3358,OSM infrastructure,,
Shubha Shree Baikalpik Mahila Vidhyalaya,school,27.7457,85.3280,OSM infrastructure,,
Adroit Scholar's International Academy Nepal (ASIAN),school,27.7001,85.2753,OSM infrastructure,,
Amar Jyoti Higher Secondary School,school,27.7015,85.2720,OSM infrastructure,,
Srijana Vidhya Mandir Secondary School,school,27.7000,85.2765,OSM infrastructure,,
Satya Sai School,school,27.7040,85.3469,OSM infrastructure,,
Care English Boarding School,school,27.7053,85.3459,OSM infrastructure,,
Shri Mangaladevi Secondary School,school,27.7076,85.3430,OSM infrastructure,,
Highly Creative Secondary School,school,27.7039,85.3801,OSM infrastructure,,
Gokarna Secondary School,school,27.7408,85.4012,OSM infrastructure,,
Shree Kanti Bhairab Gurukul School,school,27.7356,85.3970,OSM infrastructure,,
Uttar Baahini Boarding School,school,27.7398,85.4001,OSM infrastructure,,
Genius English School,school,27.7574,85.4191,OSM infrastructure,,
Sahayogi Higher Secondary School,school,27.7399,85.3871,OSM infrastructure,,
Shree Okhreni Secondary School,school,27.7563,85.4221,OSM infrastructure,,
Himshrinkhala Academy,school,27.7444,85.4071,OSM infrastructure,,
Shree Bal Sudhar Secondary School,school,27.7456,85.4047,OSM infrastructure,,
Swet Barahi School,school,27.7526,85.4144,OSM infrastructure,,
Shree Chandikashwori Secondary School,school,27.7480,85.4041,OSM infrastructure,,
Daffodil Public School,school,27.7340,85.3525,OSM infrastructure,,
Nawa Yuyutshu School,school,27.7357,85.3537,OSM infrastructure,,
Shri Nepal Bedh Vidhyashram,school,27.7095,85.3448,OSM infrastructure,,
Aruni Secondary English Boarding School,school,27.7373,85.3065,OSM infrastructure,,
Siddhartha Vanasthali Institute,school,27.7258,85.2980,OSM infrastructure,,
Trilok Children's Academy,school,27.7382,85.3071,OSM infrastructure,,
Sitaram Higher Secondary School,school,27.7183,85.2569,OSM infrastructure,,
Yashyaswi Secondary School,school,27.7174,85.2713,OSM infrastructure,,
Shishu Nikunja secondary school,school,27.7184,85.2700,OSM infrastructure,,
Maha manjushri higher secondary school,school,27.7189,85.2690,OSM infrastructure,,
Gajurmukhi Secondary Boarding School,school,27.7149,85.2600,OSM infrastructure,,
Capital Hill Secondary School,school,27.7110,85.2769,OSM infrastructure,,
Everest College of Engineering and Management,school,27.7105,85.2769,OSM infrastructure,,
Big Buddha National Academy,school,27.7131,85.2752,OSM infrastructure,,
Pascal International Academy,school,27.7264,85.3134,OSM infrastructure,,
Forward Academy,school,27.7354,85.3129,OSM infrastructure,,
Cupid Children's Home Academy,school,27.7511,85.3176,OSM infrastructure,,
Edu Summit English School,school,27.7519,85.3175,OSM infrastructure,,
,hospital,27.7529,85.3252,OSM infrastructure,,
Jalupa Secondary School,school,27.7504,85.3198,OSM infrastructure,,
Malashree English School,school,27.7589,85.3177,OSM infrastructure,,
Celestial Home English Medium School,school,27.7321,85.3521,OSM infrastructure,,
Joseph High School,school,27.7295,85.3547,OSM infrastructure,,
Little Skills International School,school,27.7326,85.3530,OSM infrastructure,,
Mt. Everest English School,school,27.7329,85.3530,OSM infrastructure,,
Reliance Public School,school,27.7307,85.3523,OSM infrastructure,,
Akshamala Vidya Sadan,school,27.7047,85.3395,OSM infrastructure,,
Bibhuti Pragya Niketan,school,27.7284,85.3548,OSM infrastructure,,
Sewa Sadan School,school,27.7031,85.3422,OSM infrastructure,,
Stepping Stone Pre-School,school,27.7035,85.3424,OSM infrastructure,,
National College NIST Higher Education Complex,school,27.7179,85.3050,OSM infrastructure,,
Janauddhar Secondary School,school,27.7175,85.2679,OSM infrastructure,,
Daisy Educational Academy,school,27.7215,85.2510,OSM infrastructure,,
Jyoti Academy,school,27.7078,85.2764,OSM infrastructure,,
Balbodh Secondary School,school,27.7291,85.2373,OSM infrastructure,,
Shree Sitapaila Higher Secondary School,school,27.7094,85.2808,OSM infrastructure,,
Radiant Public Boadring School,school,27.6998,85.2805,OSM infrastructure,,
People's Academy,school,27.7054,85.2816,OSM infrastructure,,
Nabin Jyoti English Boarding School,school,27.7267,85.2412,OSM infrastructure,,
Aakash Deep English Secondary School,school,27.7226,85.3858,OSM infrastructure,,
Gokarneshwor Light Academy,school,27.7328,85.3869,OSM infrastructure,,
Kanti Bhairav Higher Secondary School,school,27.7270,85.4038,OSM infrastructure,,
Miniland English High School,school,27.7274,85.4033,OSM infrastructure,,
Trikon Public School,school,27.7179,85.3934,OSM infrastructure,,
Hindu Vidhyapeeth Higher Secondary School,school,27.7253,85.4113,OSM infrastructure,,
Evergreen English School,school,27.7266,85.4595,OSM infrastructure,,
People's Life Care Hospital,hospital,27.7275,85.4607,OSM infrastructure,,
Shree Bahagyodaya Higher Secondary School,school,27.7273,85.4620,OSM infrastructure,,
Shree Bhagwati Higher Secondary School,school,27.7283,85.4609,OSM infrastructure,,
Shree Sankhu Primary School,school,27.7320,85.4646,OSM infrastructure,,
Shree Bajrayogini Secondary English School,school,27.7259,85.4556,OSM infrastructure,,
Chirayu Educational Academy,school,27.7298,85.4336,OSM infrastructure,,
Srijanshil Shikshasadan Secondary School,school,27.7332,85.4292,OSM infrastructure,,
Alpine Secondary School,school,27.7270,85.4193,OSM infrastructure,,
Bal Gitanjali School,school,27.7090,85.3915,OSM infrastructure,,
Chaula Narayan Primary School,school,27.7331,85.4101,OSM infrastructure,,
Mahakavi Devkota Memorial S. School,school,27.7149,85.3978,OSM infrastructure,,
Shri Ananda Bhairab Secondary School,school,27.7087,85.3931,OSM infrastructure,,
Shree Natheswori Primary School,school,27.7436,85.4237,OSM infrastructure,,
Shree Nepal Rastriya Nirman Higher Secondary School,school,27.7154,85.4010,OSM infrastructure,,
Shree Vidya Arjan English Secondary School,school,27.7122,85.3935,OSM infrastructure,,
Sikshalaya Nepal,school,27.7160,85.4048,OSM infrastructure,,
Shree Bal Bikash Secondary School,school,27.7515,85.4318,OSM infrastructure,,
Shree Thapadanda Lower Secondary School,school,27.7362,85.4250,OSM infrastructure,,
Changu Narayan Primary School,school,27.7126,85.4253,OSM infrastructure,,
Nyacho Pauwa Primary School,school,27.7169,85.4327,OSM infrastructure,,
Shree Balbhakta Primary School,school,27.7160,85.4443,OSM infrastructure,,
Shree Krishna Primary School,school,27.7172,85.4370,OSM infrastructure,,
Green Valley English Boarding School,school,27.7075,85.3050,OSM infrastructure,,
Krishna Mandir Primary School,school,27.7088,85.3086,OSM infrastructure,,
Bernhardt MTI School,school,27.7006,85.2961,OSM infrastructure,,
Frontline Hospital,hospital,27.7026,85.3385,OSM infrastructure,,
Tej Binayak School,school,27.7064,85.3791,OSM infrastructure,,
Vidya Vikash School,school,27.7101,85.3757,OSM infrastructure,,
Gyan Bikash Lower Secondary School,school,27.7101,85.3332,OSM infrastructure,,
Gitamata Higher Secondary School,school,27.7137,85.2998,OSM infrastructure,,
Kalika Katheri Primary School,school,27.8025,85.3272,OSM infrastructure,,
Sangla Bal Kumari Higher Secondary School,school,27.7900,85.3190,OSM infrastructure,,
Jhor Mahankal Secondary School,school,27.7972,85.3323,OSM infrastructure,,
Kunchipwakal Lower Secondary school,school,27.7989,85.3136,OSM infrastructure,,
Nateswori Primary School,school,27.7847,85.3209,OSM infrastructure,,
Public English School,school,27.7927,85.3302,OSM infrastructure,,
Chetana Mahila Secondary School,school,27.7354,85.3109,OSM infrastructure,,
The White Mountain School,school,27.7494,85.3271,OSM infrastructure,,
Mount Genius English School,school,27.7516,85.3266,OSM infrastructure,,
Mount Radiant Engish Boarding School,school,27.7419,85.3152,OSM infrastructure,,
North Pole Academy,school,27.7473,85.3164,OSM infrastructure,,
Swornim International Model School,school,27.7483,85.3263,OSM infrastructure,,
Champa Shikhar Primary School,school,27.7034,85.1919,OSM infrastructure,,
Richa Saha Shiksha Sadan,school,27.7007,85.2390,OSM infrastructure,,
Shadberry International Boarding School,school,27.7043,85.2319,OSM infrastructure,,
Shree Chandika Devi Secondary School,school,27.7014,85.2041,OSM infrastructure,,
Shree Krishna Secondary School,school,27.7024,85.2359,OSM infrastructure,,
Shree Nava Durga Primary School,school,27.7082,85.2284,OSM infrastructure,,
Shree Madan Ashrit Lower Secondary School,school,27.7771,85.3396,OSM infrastructure,,
Green Hills Academy,school,27.7838,85.3011,OSM infrastructure,,
Kavresthali Secondary School,school,27.7848,85.3010,OSM infrastructure,,
Kali Devi Higher Secondary School,school,27.7872,85.3124,OSM infrastructure,,
Tokha Chandeswori Lower Secondary School,school,27.7706,85.3290,OSM infrastructure,,
Bright Field Education Academy,school,27.7176,85.3022,OSM infrastructure,,
Rashmi Secondary School,school,27.7172,85.2940,OSM infrastructure,,
Shankari School,school,27.7073,85.2881,OSM infrastructure,,
Jana Sudhar Lower Secondary School,school,27.7140,85.2890,OSM infrastructure,,
Maitri School,school,27.7108,85.2899,OSM infrastructure,,
Niravana Academy,school,27.7136,85.2877,OSM infrastructure,,
Tri Ratna Awashiya Vidyalaya,school,27.7126,85.2948,OSM infrastructure,,
Shining Path Public School,school,27.7095,85.2983,OSM infrastructure,,
Jagat Sundar Bwonekuthi Secondary School,school,27.7074,85.3018,OSM infrastructure,,
Maha Saraswoti Niketan,school,27.7563,85.2792,OSM infrastructure,,
Nagarjun Secondary School,school,27.7577,85.2784,OSM infrastructure,,
Nirwana Boarding School,school,27.7560,85.2779,OSM infrastructure,,
Saint Joseph English Boarding School,school,27.7590,85.2788,OSM infrastructure,,
Elegant Pearl English School,school,27.7581,85.2794,OSM infrastructure,,
Genial Modern Academy,school,27.7542,85.2917,OSM infrastructure,,
Colorado English School,school,27.7483,85.4472,OSM infrastructure,,
Gagalphedi Harsa Lower Secondary School,school,27.7448,85.4386,OSM infrastructure,,
Manakamana Higher Secondary School,school,27.7220,85.3870,OSM infrastructure,,
Bright Himrashmi English Boarding School,school,27.7861,85.3174,OSM infrastructure,,
Boudeshwor Higher Secondary School,school,27.7984,85.3277,OSM infrastructure,,
Pancha Kanya Secondary School,school,27.7047,85.2902,OSM infrastructure,,
Shree Siddhiganesh Higher Secondary School,school,27.7548,85.4468,OSM infrastructure,,
Shree Manilingeshor Lower Secondary School,school,27.7531,85.4546,OSM infrastructure,,
Jana Primary School,school,27.7504,85.4394,OSM infrastructure,,
Prithvi Narayan Higher Secondary School,school,27.7593,85.2896,OSM infrastructure,,
Bal Srijana Boarding School,school,27.7524,85.2957,OSM infrastructure,,
Model Srijana English Boarding School,school,27.7470,85.2990,OSM infrastructure,,
Times Academy,school,27.7526,85.2956,OSM infrastructure,,
Shree Devi Primary School,school,27.7434,85.5108,OSM infrastructure,,
Shree Jagriti Pra V,school,27.7473,85.4806,OSM infrastructure,,
Shree Kalika Sharan Higher Secondary School,school,27.7502,85.4970,OSM infrastructure,,
